review,label
"I was excited at the concept of my favorite comic book hero being on television... and sorely disappointed at the end result.<br /><br />The only ""amazing"" thing was the wall crawling (despite the visibility of the cable). I didn't think Nick Hammond was Peter Parker... and he was visibly of a different build than the guy who did the stunts in the spider suit. You could tell they were two different actors.<br /><br />Granted, I can also spot in the modern Spider-Man movies when I am looking at Tobey Macguire and when I am looking at CGI. But that is from a trained eye and experience working with CGI. Still, the 70's version could have been better despite lack of Special FX.<br /><br />The webs were hokey and looked like ropes that seemed to wrap around things rather than stick to them. And what was up with giving him a spider mobile to ride around in. Hello? He's the web slinger people.<br /><br />Sorry... didn't mean to get so worked up, but our beloved wall crawler deserved better.",Negative
"Yes, in this movie you are treated to multiple little snowmen on the attack in apparently a very warm climate so yes this movie is definitely not to be taken seriously. It is in fact a much worse movie than the original as at least with that one the whole production looked like it cost more than a couple of bucks and a video camera to make. It has its funny moments, but really playing off the cheapness of your movie and making that be your intended laughs is kind of weak film making if you ask me. You can not come up with a good story, your effects are going to really be bad, hey let us just make the movie look as bad as possible with horrible one liners and we have our movie. The first one at least had a somewhat credible story as the snowman in that one attacked during the winter and not what amounts to a resort. It also had better effects too, this one is just a step or two ahead of ""Hobgoblins"" as far as the monsters are concerned and you really want to be more than a step a two above a bunch of hand puppets. Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost. Actually, I am just kidding, but really it was the funniest part of the movie.",Negative
"I was wandering through my local library, browsing VHS tapes, when I saw a movie that made my mouth drop--Waterbabies. I have been hoping to see this movie again--it's been over 22 years since I saw it (cable-movie channel around 78-79). I had recalled a good many of the details--Grimes in particular. My son, who is 4, and I watched it.<br /><br />He agreed with me that Grimes was ""Not nice"", and the best way for me to describe it was that he didn't love Tom. He accepted that. It was amazing that I still recalled some of the songs, too! They had stuck in my head for 22 years--which means they had to have some memorable-ness, eh?<br /><br />It's a good child's movie, with parental guidance in case of questions about what children had to go through that were not nobility/society in the time-frame. This is what all the children faced daily (except for a few lucky ones), and while we try to Disney-coat movies, making them more pc for children these days, it doesn't mean that cruelty didn't exist--or even still doesn't. I enjoyed the animation. It wasn't Disney, no. I don't think Don Bluth touched a paintbrush on this movie.<br /><br />There's a lot going for it, though. David T plays two roles! (I really like him!) James M does too. The waterbabies themselves are cute. You feel sorry for Tom, and root for him. Then Billie herself is extraordinary in the multi-role part she's playing--it's as if her eyes ARE magickal! I'm a huge fan of WoO, TLW&TW, and company (AND LOOKING FORWARD TO HP!), and I filed this along with those kind of movies. Yes, he jumps in the water, but not because of suicide. He jumped because he trusted the lady in black--she'd been appearing to him all along.<br /><br />I think it's a good movie! If you have kids, pick up a rental copy. If you happen to locate a buy-able copy, let me know where! Ian liked it! :)<br /><br />Dee",Positive
"THE FBI STORY (1959) was Warner Bros. 149 minute epic tribute to the famous criminal investigation agency! From a book by Don Whitehead came a somewhat laborious screenplay by Richard L. Green and John Twist and was directed with only a modicum of flair by Mervyn LeRoy. However it did have splendid colour Cinematography by Joseph Biroc and a helpful score by the studio's musical magician Max Steiner!<br /><br />The movie charts the history of the Bureau from its lowly beginnings in the twenties to modern times and its all seen through the recollections of aging fastidious agent Chip Hardesty (James Stewart) as he relates his investigative experiences - in flashback - to a class of budding young agents. But it's all very long-winded and episodic! And as it progresses it begins to look like a TV mini series instead of a major movie production as the young Hardesty runs the American crime gamut from taking on such notorious criminal figures as ""Baby Face"" Nelson, Ma Barker, Dillinger etc. to sorting out nefarious organisations like the Ku Klux Klan, Nazi spy rings and the Red Menace. And here it has to be said that only for the screen presence and appeal of its star THE FBI STORY would probably have ended up a forgotten disaster. Moreover, this is another problem with the picture - Stewart is left to carry the entire movie almost on his own! With the exception of Vera Miles - who has the thankless role of being his long suffering but devoted wife - he is surrounded by a cast of minor players! Throughout you find yourself half expecting someone like Robert Ryan, Jack Palance or even Raymond Burr to make a welcome entrance as a mobster or a police chief or whatever. But nothing quite as imaginative as that ever occurs! Pity!<br /><br />The film does however manage to give a good look inside the workings of the Bureau! With the help of Stewart's narration we learn about the thousands of men and women who work for the organisation which includes the hundreds of agents in the field. And we are also treated to a peek inside headquarters which houses the gigantic records section and we also get a glimpse of the chemists and fingerprint experts meticulously going through their daily chores.<br /><br />Another plus for the movie is Max Steiner's remarkable score! Heard over the titles is a powerful, rousing and determined march while for the picture's gentler moments there is an attractive love theme. But quite ingenious is the menacing and ominous march theme for the Ku Klux Klan sequence. And better still is the rhythmic Latin-American music the composer wrote for the South American scenes especially the exciting Fandango like orchestrations for the arrival of the Federal troops on horseback. THE FBI STORY was one of five scores the composer wrote in 1959 which included Samuel Bronston's naval epic ""John Paul Jones"", the charming Rom-com ""Cash McCall"", Delmer Daves' seminal western ""The Hanging Tree"" and Daves' ""A Summer Place"" from which derived the Young Love Theme - which was to become a major hit tune for Steiner better known as ""Theme From A Summer Place"".<br /><br />THE FBI STORY just about passes muster as a movie thanks to Biroc's rich colour Cinematography, Steiner's wonderful music and of course Jimmie Stewart who makes anything watchable!<br /><br />Classic but implausible line from THE FBI STORY............. As the bland Nick Adams (who has just blown up a plane with 43 people on board, including his mother) is being led away handcuffed he turns to the arresting officer and blurts: ""In case I get any mail you can send it to Canyon City prison for the next month or so - after that you can send it to HELL"". Wow!",Negative
"An untidy man, known as Bill, lives in a small dreary flat, with a poster of Marilyn Monroe on the wall, and his typewriter for company. Only the man can't think of anything to write. He wanders around the streets following people, just to see where they go. Maybe this will give him some inspiration to write. He begins to follow a well dressed man holding a bag. He follows him for a few days. While in a cafe, the well dressed man sits down at a table on the opposite side of Bill, and inquires why Bill is following him. The well dressed man says his name is Cobb. Cobb then surprisingly informs Bill that he is a burglar, and even starts to take Bill with him into houses to steal things; although Cobb insists he doesn't go into other people's homes to just steal. He says he likes to let people know he has been there, and interrupted the things they take for granted. He puts knickers from another burglary into a man's trousers, for example.<br /><br />The film is told in flashbacks at times too. The director used this technique in greater abundance in his recent feature Memento. Bill eventually decides to cut his hair and dress in a suit, on the advice of Cobb. He meets a Blonde lady in a club, who used to date the owner, a bald man, who is very dangerous, she says. We see a scene where a hammer is used by the bald man's hence men on a man's fingers in the Blonde lady's flat. These are some of the many pieces of the puzzle that the director shows us, and they will all fit into place when we arrive at the surprising conclusion.",Positive
"A very funny movie. Michael Douglas' ""do"" is worth watching this flick for if for no other reason. I'd like to see him do more of these low life roles. He was terrific, as were all the performers.<br /><br />The film struck me right off as an American Roshomon, only funnier and easier to watch because it was in American and didn't need no stinkin subtitles!<br /><br />In a funny movie with a laugh every minute or so, two of the best were with John Goodman (not someone I am crazy about) - 1. He is telling the priest about Jewel doing something he liked and says ""I had to wipe the smile off my face."" The visual shows he is not smiling and clearly is a guy who never smiles, but probably doesn't know it. 2. The scene at the end between Goodman, all suited up for Jewel in his cop uniform, and grappling with the be-leathered Reiser hunched over a table... and the two of them then protesting that they are not gay to another character who happens on the scene - this alone deserved a special Comedy Academy Award.",Positive
"Considering the lack of art with in African cinema (or Black American Cinema). The Idea offers a multidimensional look at a community assigned to hoods and dealers. But the funny thing is this is not at all the focus or even the subject of the short. But it is the unstated assertion of independence from these themes that is most sticking. The genre is unique and not the typical expectation. It is almost this departure which first catches the eye, so watching it twice is critical. The film has an aesthetic quality which lends its self to the true art of cinema.<br /><br />And it is this true art that with an African voice that is extremely rare. The film doesn't copy to attain its message, it innovates and provokes by pulling at subtle stereotypes (not racial but character based stereotypes), From a writers perspective the film is brilliant. It carries multiply messages which include a very rapid character development. It must be remember this film is less than 10 minutes and it manages to establish character very quickly. The usage of colour texture and music is also to be commended. But considering the director, Owen Alik Shahadah's last venture 500 Years Later, music is to be expected. But from a theme point-of view it seems like the idea is a departure but the satire eludes indirectly to a social problembrilliant stuff!",Positive
"In the first transformation scene, what is the music? I've heard it was ""The Greeks Don't Get No Freeks"". Is that right? I really liked that sound. I also liked the ""Hyde's Got Nothing to Hide"" in the final scenes. Truly a doper movie, but with many laughs and puns, sight gags, and slapstick. Madam Woo-Woo's place was reminiscent of some places I have visited myself. Ivy Venus has appeared in some other stuff that is truly amazing. She looks much different in the movie we're talking about, but her maturity didn't hurt her a bit. Mark Blankfield reminds one of Gene Wilder in some ways. Bess Armstrong was beautiful and maintained her beauty for a long time.",Positive
"I admit the problem I have with the much-celebrated Ealing films I've seen so far could be mine. To my taste, either they are black and rippingly funny, or so light in tone to be unsatisfying as comedies or stories. That's a self-important way of saying I wanted to like ""The Man In The White Suit"" but found myself struggling to sit through its short run time.<br /><br />Textile worker Sidney Stratton (Alec Guinness) may be meek in manner, but he is doggedly committed to progress in the form of his attempts to invent a strand of fabric that can't be broken or made dirty. Using a factory lab for his latest experiment, he toils against limitations both material and human - the latter being the benighted mill bosses who don't understand what he is up to, then figure it out and become even more committed to stopping him.<br /><br />""It's small minds like yours that stand in the way of progress,"" Sidney complains, practicing in the mirror what he struggles to say to the Man.<br /><br />One problem with ""Man In The White Suit"" is that Sidney's vision of progress is awfully small-minded, too, more so even than that of the bosses or the laborers who also resent his work. My problem is more elemental: For a comedy, ""White Suit"" is not funny. It's a rather earnest script which too often tries to mine its feeble attempts at humor from spit-takes, double-takes, triple-takes, and dizzy takes.<br /><br />The best joke is the sound of the machine Sidney toils at, going ""Bleep-Blop-Bleep-Bop"" endlessly and fetching queer looks from every visitor until Sidney either extracts his miracle from it or blows it up trying. Like every other bit of stray humor that functions decently in this film, it's leaned on too long.<br /><br />I've never seen Guinness less affecting in a movie, even though he looks impossibly young and earnest (though actually in his mid-30s). He seems so bloodless, even more so than the wax-faced general he played in ""Doctor Zhivago"" He's the same cold fish whether he's ignoring the sad affections of the affecting mill girl who offers to give him her life savings when he loses his job (pan-faced Vida Hope as Bertha) or the more sultry charms of young Daphne Birnley (Joan Greenwood), his one real ally in his fight against ""shabbiness and dirt"", as she puts it, making those words sound as impossibly sexy as only Greenwood could.<br /><br />Supporting players make ""White Suit"" work as well as it does. Ernest Thesinger of ""Bride Of Frankenstein"" fame plays a singularly nasty captain of industry who looks like Nosferatu and makes a laugh like a death rattle. Howard Marion-Crawford as another factory leader is as memorable here as he was playing a blinkered medical officer in ""Lawrence Of Arabia"". Then there's the undeniable charm of Mandy Miller as a little girl who steals her few moments on camera right from under everyone else.<br /><br />But most of the scenes are played so straight that one wouldn't think director Alexander Mackendrick had ever worked on a comedy before (his previous Ealing comedy ""Whisky Galore"" doesn't reverse that impression, alas). Roger MacDougall's play posits the notion of scientific progress as potential disaster, but fails to present dull Sidney in anything other than the most blandly pleasant of lights.<br /><br />Ealing comedies are remembered for capturing the human side of comedy. Yet the Ealings I've seen never seem to do this, working only when they play aggressively against our own sympathies. ""Kind Hearts And Coronets"" and ""The Ladykillers"" (Mackendrick again, go figure) are classics this way. ""White Suit"", on the other hand, is a pointless ramble that falls apart when it should cohere, just like that unfortunate suit.",Neutral
"Should we take the opening shot as a strange frame??? I guess we have to. Anyway two women are behind a closing umbrella, they walk upstairs to the talent agency and we go with them...and then they are never to be seen again. Okay, how come not INSIDE the place, at the piano, or even outside with the SOUND of the piano, then track inside and over, a la Hitchcock??? So I guess Clouzot is already telling us in a not very subliminal manner that we are following a segment of postwar society: especially how he then uses a Citizen Kane=like song cut up into about five pieces to show the lady singing traveling from the talent agency all the way to her first roses and applause of her Vaudeville debut.<br /><br />After that we are relentless observers of more or less small disgusting details of a defeated country getting off its war torn tattered knees. And nobody ever handled small disgust better than Clouzot. In fact, too bad he never tried Sartre's Nausea. Almost everything we see after the first few minutes makes us ever so slightly queasy. ....okay, okay I'm grossly overstating that, let's just settle for a general feel of a lot of the film. Look carefully, in fact, and you will even see one of the cops picking his nose. And in how many films has anyone ever done that. Then there is a very loud nose blowing bit in front of the photographer lesbian by the main cop, and notice that she does not, literally, blink an eye or raise an eyebrow.<br /><br />The point of all this is an almost feverish immersion in contiguity, seemingly, until you can smell practically every scene as well as see and feel it. <br /><br />As for the other aspects of the movie, others here have covered them in a lot more detail than I. But forget about the mystery here: this is the ultimate McGuffin. Clouzot is about as interested in the real killer as those two women coming in out of the rain in the first few seconds of the film and are never seen again. From beginning to end all he wanted to do was follow a bunch of people around, not even particularly interesting ones at that, and say, here look at this woman's twitch, that man's hitching of his pants in all their insignificance, years and years before Tina Turner was singing we don't need another hero. \<br /><br />Even the forced levity of the ending is bleakly done in a dilapidated part of Paris, and rather chilly bare walled apartment. With only the couples love for each other to see them through, as if to say there must be two or three million like you throughout the city, working your fingers off by the day for a little love at night.<br /><br />From this it was just a short step to Wages of Fear and the ultimate in despair. <br /><br />They don't even know how to make films like this anymore in the U.S. For that matter, they didn't even know how to very much in France then, much less now. The relentless detail of gesture makes even the neorealists of Italy look like bad psychologists. Which I guess makes Clouzot a kind of Rosselini on speed. <br /><br />Very enjoyable nonsense, this movie. The only flaw, seems to me, and as was pointed out by another viewer, the lead woman is somehow not quite right. Everybody else in the film is just about perfectly cast.",Neutral
Nice way to relax. I am packing my suitcase now so I can go and be with Caroline Munroe. Phony monsters and scenery make for 89 minutes of harmless fun. Something you can enjoy with your family and not be offended.,Positive
"Yes, that's true. That movie is a horrible piece of... you know what. Almost all fans of Sapkowski's books in Poland think the same. The truth is that polish cinematography can not afford producing fantasy films. It's a shame when you compare ""Wiedzmin"" and ""Conan the Barbarian"" for example. I hope no one outside Poland will ever see this nightmare.",Negative
"A guy, with the unlikely name of Shy Walker, looks for his two daughters in a cornfield for an hour and a half. That's the entire plot...with across-the-board bad acting, of course. Walker wanders around a corn maze (maize? I get it! HAHAHA...not funny) and yells ""Girls? Where are you?!?"" about 1000 times. For some reason whenever he runs by a pumpkin, a chipmunk-sounding voice laughs (as if the pumpkin is laughing at him, yeah OK...). His daughters scream for most of the movie...even when there is no reason to scream (maybe because they are still stuck in this awful movie?). Twin girls straight out of 'The Shining' show up every now and then. Most of the corn maze looks the same so Walker's search gets very old very quickly. The filmmakers realize there is NOTHING going for this movie (even the music is repetitive) so they try to make things interesting by spinning the camera around really fast, filming upside down, inserting smaller pictures of the same shot at different angles, using red lights to make the corn look scary, and rotating the camera 360 degrees (at least I'm assuming these were done intentionally but it's likely just examples of incompetent film-making). More often than not, when Walker is wandering through the maze, you can't see his face. I guess the kid holding the camera can't look up that high... This movie gives you a new appreciation for the original 'Dark Harvest' (which doesn't have anything to do with this movie except for the fact it also features a cornfield). Don't be fooled by the R rating. Walker says the F word three times and now we have ""an R-rated horror movie"", ugh. The scarecrow on the cover doesn't even show up in this movie...and when you are wishing that those cheesy scarecrows from the first movie would come back, you know things are bad! Instead we get a guy in yellow boots chasing our hero around (unfortunately he is dressed similar to Mr. Walker so I didn't even realize he was being followed for a while). I figured out the identity of the guy in the yellow boots long before Walker did (the movie is almost over by the time he puts 2 and 2 together, natch). The end of the movie drags on and on...and just in case it isn't slow enough, there's some slow-motion! The last sound you hear (besides your own laughter) is very poor sound-dubbing. In case you can't tell, this is the worst movie I've ever seen. At least they didn't end with the promise of another sequel!",Negative
"Ordinarily, Anthony Mann made westerns with 'the big guys' - James Stewart, Gary Cooper, Henry Fonda . . . the A list cowboy stars. But in this B+ film, he tackled something notably different and had quite a bit of success with what turned out to be a truly one of a kind western. The main character, played by Victor Mature, is a trapper/ mountain man, and ordinarily they are romanticized in films - Robert Redford in Jeremiah Johnson, that sort of thing, where the hero is not in fact a typical mountain man but a clean cut heroic figure who hangs out with real mountain men. Not here. For once, a true mountain man - vulgar, crude, animalistic - is the central figure, and it's something to see, giving Mature one of his better later roles. The real acting chops are provided by Robert Preston, excellent as a self-absorbed Custer type cavalry commander, and James Whitmore, the poor man's Spencer Tracy, as another of those old timers who feel themselves trapped between ever more hostile Indians on the one side and the oncoming force of civilization on the other. Even more impressive is a very young Anne Bancroft as the officer's wife, who is initially repulsed by the very sight of Mature's grisly character, then finds her own veneer of civilization slipping away as she begins to realize, to her own shock, that she's attracted to him. Rarely if ever has a remote frontier fort been so accurately realized on screen, without the romantic allure that John Ford gave such a place in his masterful Fort Apache. The battle sequences are big scale and notably violent, and particularly impressive if you seen them in widescreen format. Good show, and underrated movie, all around.",Positive
"Due to rather dubious plate tectonics, Japan starts to slip under the sea. Initial predictions say it'll take about 40 years before the country is submerged, but a rogue scientist adds in some even more dubious science and determines it will actually take less than 1 year! The government think he's a crackpot, but evidence soon starts bearing his theory out.<br /><br />This big budget disaster movie follows the formula set by any number of Hollywood films of the late 90's (I assume, having seen none of them), with the scale of disaster and tragedy bringing out the nobility of the human (well, Japanese) spirit in acts of heroism and sacrifice, and proving the power of love or something like that. i.e. it's as naive in its psychology as it's geology... we all know that half the populace would be out raping and looting the minute they thought the police had their back turned, and the other half would just panic and be useless.<br /><br />The film does have some very nice special effects, but is not as slick or expensive looking as an equivalent Hollywood production would be. It is at least as nationalistic, humourless and lacking in self-awareness as that Hollywood film would be though, and probably has even worse acting. It does have the hot evil chick from Battle Royale as one of the leads... but she's not even slightly evil, and is therefore much less hot.<br /><br />The film is much too long at 132 minutes, and gets worse and worse as it progresses towards a conclusion that had me in danger of puking. I certainly didn't care in the slightest whether Japan sank or not by the half way point, and well before the end I was trying to think of ways to expedite the process should I ever find myself in that situation for real.<br /><br />But, it does have nice special effects, and Kou Shibasaki is still pretty hot, so I magnanimously give it... 3/10.",Negative
"""The Journey"" is a very good film. Produced in the spring of 1958, in Vienna, and released in 1959, this movie was quite popular in his early years. Despite the political problems, which influenced the movie's success (because the story happens during the Hungarian Revolution, the Cold War), ""The Journey"" is a very good film, but not well-known. I think it should be released immediately on DVD, because most of the people who have seen it so far want to have it at home. One of the most important qualities of the film is the extraordinary chemistry between Deborah Kerr and Yul Brynner, their intense relationship. All their scenes together are very important, but they also reveal the strong feelings, the great passion and love between the characters (Major Surov and Diana Ashmore). Another quality is the script, which is very well written. It was even published as a novel, by the screen player George Tabori. The film keeps its tension from the beginning to the end. At first, we didn't know if Diana and the other travelers could leave Hungary, because the Communist Major discovers that Diana's friend, Paul Kedes, is Hungarian and he isn't allowed to leave the country. The Major falls deeply in love with Diana and this is, in fact, the true reason why he doesn't want to let her go. But after he embraces her and gives her one of the most memorable kisses ever seen on screen, and she kisses him, too, he lets her go. And the end of the film is one of the most dramatic endings ever filmed-the Major and Diana say ""Goodbye!"", she arrives at the frontier with all the travelers, including Paul, while Surov is shot several times by some Hungarians, so he dies. Yul Brynner is very, very handsome and Deborah Kerr is very beautiful, charming, refined, just like an English Lady. Yul and Deborah are perfect together. They are one of the greatest couples of the Golden Hollywood. A true moviegoer should watch this film. ""The Journey"" has everything that a good film should have-a great, captivating story, interesting characters, a wonderful direction (Anatole Litvak is, in my opinion, at his best). Finally, I want to give a message to Warner Bros. Studios or those who restore and release classic films: Please, release ""The Journey"" on DVD as soon as possible.",Positive
"Billed as a kind of sequel to The Full Monty, about unemployed men in Sheffield, this movie is a fake.<br /><br />As someone born in Sheffield, and still with links to the city, I was extremely disappointed by this film. Someone said it could have been set in Oklahoma, and that just about sums it up for me. This looked like a romantic view of northern England made for the US market. Probably many Americans - and many southern English people - don't realize that Sheffield is a big city of around half a million inhabitants, with a sophisticated urban culture. In Among Giants it was depicted as some dreary dead-end semi-rural small town, where everyone in Sheffield seemed to drink in the same old-fashioned pub, and where the people's idea of a party was line-dancing in some village-hall lookalike. This was a small close-knit community, not a metropolitan city.<br /><br />The working-class Sheffield men were totally unlike their real-life counterparts, who are generally taciturn and communicate with each other in grunts and brief dry remarks. They don't chatter, and they certainly don't sing in choirs.<br /><br />Even the rural settings, supposedly in the Peak District, looked alien to me. I recognized a few places where I used to go hiking, but some of the aerial shots of pylons stretching out over a bleak landscape reminded me more of Wales. Indeed, in the credits at the end I spotted a reference to Gwynedd, Wales. The Peak District is, in the summer, crawling with walkers and tourists in cars. It is situated between two big cities. It is not some kind of wilderness.<br /><br />As for the notion that a young woman could fall in love with, and lust after, Pete Postlethwaite, that was ludicrous, and could only have been a male dream. Her reasons for becoming his lover were never made apparent. None of the men was shown as having a partner or families; they existed in a vacuum.<br /><br />Anyone wanting to see a film about unemployed Sheffielders would have been led astray. This Sheffield existed only in the minds of its middle-class writers and film-makers.<br /><br />It was a gigantic fake!<br /><br />",Negative
"If you like horror or action watch this film ASAP. If the opening scene doesn't get your adrenaline pumping then someone should check your pulse. Great Action, excellent casting and top one-liners. This is the only film I have seen in a cinema where the crowd applauded each chop, kick & punch thrown. Not perfection but who cares when films can be this much fun. Its a pure rush of dark comic book action. 9/10",Positive
"The warmest, most engaging movie of its genre, Those Lips, Those Eyes, made me smile and cry as it reminded me of the work it takes to pursue a dream and the pain of disappointment. Hulce and Langella are superb and the story seems to write itself. A brilliant screenplay by David Shaber (one of my favorites! - see The Warriors and Nighthawks for more...) and beautiful sets filmed on location (I think) at the actual summer theater in which the story takes place. You can't see this movie and not want to drop everything and get into the theater! Please check this video out if you can find it.",Positive
"Visually beautiful with some fine music, this film otherwise has a fairly trite made-for-TV quality. The romance between two characters, which spans a cultural and educational divide, is simply NOT plausible. Of course, from early on we knew our persnickety heroine would lighten up, win over the locals, and find true love, but that doesn't make it any less woeful that the movie had to take such completely expected turns. This film had lots of promise, which makes it more of a shame that the promise was unrealized. Perhaps a nice under-the-blanket on a cold night freebie on cable, but I certainly wouldn't recommend paid rental or purchase. I'm sure the soundtrack is wonderful, though.",Negative
"Street Fight is a brilliant piece of brutal satire. This is not a movie you just watch for fun. It is not a comfortable experience, although it does have some laugh-out-loud moments. This is a movie you watch when you need food for thought.<br /><br />To dismiss this film as simply racist is to miss the point entirely. This is not only a satire of Song of the South, it's also a biting commentary on the prejudices that Americans still have as a society. Every ethnic group portrayed in the movie gets shown as grotesque caricatures of their stereotypes, which in turn are grotesque caricatures of real people. Through this wild exaggeration, the filmmaker shows just how absurd these tightly-held beliefs really are.<br /><br />If you're the sort of person who's willing to acknowledge the ugliness of the prevalent prejudices American culture still holds, and if you're not afraid to look your own prejudices in the eye, this movie may be for you.",Positive
"I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The beaches are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie is with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the surroundings!",Negative
"There's been a vogue for the past few years for often-as-not ironic zombie-related films, as well as other media incarnations of the flesh- eating resurrected dead. ""Fido"" is a film that's either an attempt to cash in on that, simply a manifestation of it, or both -- and it falls squarely into the category of ironic zombies. The joke here is that we get to see the walking dead in the contrasting context of a broadly stereotyped, squeaky-clean, alternate-history (we are in the wake of a great Zombie War, and the creatures are now being domesticated as slaves) version of a 1950s suburb. <br /><br />It's a moderately funny concept on its own, and enough perhaps for a five-minute comedy sketch, but it can't hold up a feature-film on its own. The joke that rotting corpses for servants are incongruous with this idealized version of a small town is repeated over and over again, and loses all effectiveness. The soundtrack relentlessly plays sunny tunes while zombies cannibalize bystanders. The word ""zombie"" is constantly inserted into an otherwise familiarly homey line for a cheap attempt at a laugh. <br /><br />The very broadness and artificiality of the representation of ""the nineteen fifties"" here can't help but irritate me. It is so stylized, in it evidently ""Pleasantville-""inspired way, that it is more apparent in waving markers of its 1950s-ness around than actually bearing any resemblance to anything that might have happened between 1950 and 1959. There is something obnoxiously sneering about it, as if the film is bragging emptily and thoughtlessly about how more open, down-to-Earth, and superior the 2000s are. <br /><br />Because the characters are such broad representations of pop-culture 1950s ""types,"" it's difficult to develop much emotional investment in them. Each has a few character traits thrown at him or her -- Helen is obsessed with appearances, and Bill loves golf and his haunted by having had to kill his father -- but they remain quite two-dimensional. Performances within the constraints of this bad writing are fine. The best is Billy Connolly as Fido the zombie, who in the tradition of Boris Karloff in ""Frankenstein"" actually imparts character and sympathy to a lumbering green monster who cannot speak. <br /><br />There are little bits of unsubtle allegory thrown around -- to commodity fetishism, racism, classism, war paranoia, et cetera, but none of it really works on a comprehensive level, and the filmmakers don;t really stick with anything. <br /><br />Unfortunately, this film doesn't really get past sticking with the flimsy joke of ""Look! Zombies in 'Leave it to Beaver!'"" for a good hour- and-a-half.",Neutral
"It doesn't matter whether you've experienced the plight of the elderly in America or if you're just plain clueless, Uncle Frank and Matthew Ginsburg give you that clue in a straight forward, funny, wake up and smell the roses sort of way. By the end of the film, it is obvious that while being totally entertained, somehow, you've also been educated. A terrific film, by a terrific up and coming talent in the movie field. Matthew Ginsburg is a name to pay attention to.",Positive
"Although this film is set amongst the sophisticated English upper classes it is a simple story of a couple torn asunder. It has a slightly dated air, being an adaptation of ""A Way Through the Wood"", a 1950 novel by Nigel Balchin (once hugely popular and now forgotten). Julian Fellowes, who despite an academy award for the script of ""Gosford Park"", has a somewhat anachronistic persona himself, wrote the script and directed (the latter for the first time). With the DVD version I saw there is a most illuminating audio commentary by Julian. His primary focus was on getting his characters right, and by and large he has succeeded. In this he was helped by two outstanding performances from Tom Wilkinson as James, the stitched up City lawyer, and Emily Watson as his attractive wife Anne. He also kept it short; the running time is only 80 minutes.<br /><br />James and Anne have a town house in Chelsea and a comfortable former vicarage in Buckinghamshire. Anne is some years younger but they are childless. Outwardly they seem happy, but James, one of nature's moralists (unusual for a city lawyer), is a control freak. Just down the road is the aristocratic the Hon. William Buel, who is not one for middle-class morality, and he is more than happy to take advantage. But there's a complication, a road accident, in which an elderly cyclist is knocked over in a country lane by a ruthlessly driven Range Rover just like the Hon. Bill's. Soon James, Anne, Bill and the victim's widow (who happens to be James' and Anne's cleaner) are drawn in to a conspiracy to conceal what really happened. The primary focus is on the corrosive effect of all this on James and Anne's relationship.<br /><br />The third person in this ménage a trios, Bill, is played by Rupert Everett. From the point of view of casting, his languid, superior manner is right for the part, yet somehow he doesn't quite get there. Partly this is because he is supposed to be sick for some of the time and he looks well when he is supposed to be sick, and vice-versa. The part seems underdeveloped. It is interesting that John Neville as Bill's father who has only one significant scene manages to establish his character beautifully in the time he has.<br /><br />The world of five star hotels and superior restaurants is nicely evoked. As Julian Fellowes says in the audio commentary, these people are able to convince themselves that the Edwardian age still exists. At bottom though, the film is about what draws a couple together and what tears them apart. Nigel Balchin was going through a marriage break-up when he wrote the book, and Fellowes has made a good fist of conveying the atmosphere. As he says, his is a fairly free adaptation, but the central theme is the same.",Positive
"Found a copy in a bargain bin sale of this old time classic. I played it with dosbox on a vista machine without any issues. It's graphically dated heavily, but what do you expect for a 12 year old game! The game is a FPS/Adventure game hybrid. It's what I call pseudo 3D, you can't look up or down, just spin in 360 (think Wolf3D). Game play can get tricky with a very limited supply of health pots, and a somewhat average interface (Tip: Press I), but on the whole it's passable.<br /><br />One main strength of the game is the mood. There game heavily uses full motion video, and whilst the acting is b-grade and the plot is very choppy, the game as a whole feels genuinely creepy. It also does a good job of making you question the 'good guys'. Are they really helping, or are they just waiting to stab you in the back? The other major selling point is the games length. There are from memory 18 chapters, which range in game play time from 10minutes to, potentially, hours. My first play through took me a week with some serious devotion of time.<br /><br />Dated, yes, but if you missed this years ago and can find it for $5, give it a look. Cheaper than a movie, and more entertaining than most movies.",Neutral
